Date,Property ID,Property,Ad Space ID,Ad Space Name,Placement ID,Placement Name,Delivery Method,Display Format,Requests,Filled Requests,Fill Rate,Impressions,Impression Rate,2-second Continuous Video Views,2-second Continuous Video View Rate,10-second Video Views,10-second Video View Rate,Clicks,CTR,Average CPM,Revenue
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1275054429266085""",www.ivi.ru,"=""1275054502599411""",Position1,standard,instream_video,183096,12929,0.070613230218028,8450,0.65356949493387,8450,1,7258,0.8589349112426,20,0.002366863905325,5.2565132106509,44.41753663
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1303846586386869""",Ivi_PreRoll_CIS_4,"=""1303846696386858""",Position4_CIS,standard,instream_video,28269,9198,0.32537408468641,6777,0.73679060665362,6777,1,5986,0.88328168806256,30,0.004426737494467,1.6021610225764,10.85784525
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1543119192459606""",pre-roll,"=""1543120109126181""",ivi-pre-roll-mobile,standard,instream_video,185757,11958,0.064374424651561,7825,0.6543736410771,7825,1,6691,0.85507987220447,32,0.00408945686901,5.2556604383387,41.12554293
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1787755141329342""",Position2-4,"=""1787758234662366""",Position2,standard,instream_video,193275,15966,0.082607683352736,10344,0.6478767380684,10344,1,9047,0.87461330239753,18,0.001740139211137,5.2813995562645,54.63079701
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1787755141329342""",Position2-4,"=""1787761314662058""",Position3,standard,instream_video,97180,10198,0.10493928791932,7158,0.70190233379094,7158,1,6388,0.89242805252864,16,0.002235261246158,5.3004366848282,37.94052579
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1787755141329342""",Position2-4,"=""1787762887995234""",Position4,standard,instream_video,46123,5448,0.11811894282679,3892,0.7143906020558,3892,1,3517,0.90364850976362,13,0.003340184994861,5.3284391161357,20.73828504
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1981448851959969""",Ivi_PreRoll_CIS,"=""1981452975292890""",Position1_CIS,standard,instream_video,118512,24104,0.20338868637775,14277,0.59230833056754,14277,1,11902,0.83364852560062,42,0.002941794494642,1.6070485298032,22.94383186
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1981448851959969""",Ivi_PreRoll_CIS,"=""1981453431959511""",Position2_CIS,standard,instream_video,76077,18264,0.24007255806617,12413,0.67964301357862,12413,1,11025,0.88818174494482,44,0.00354467090953,1.6064567985177,19.94094824
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1981448851959969""",Ivi_PreRoll_CIS,"=""1981453901959464""",Position3_CIS,standard,instream_video,46619,13070,0.28035779403248,9227,0.70596786534047,9227,1,8148,0.88306058307142,33,0.003576460387992,1.6011092153463,14.77343473
2019-09-15,"=""158926854793451""","=""ivi.ru""","=""1543119192459606""",pre-roll,"=""1982980468473474""",Ivi_PreRoll_CIS_mobile,standard,instream_video,57841,10655,0.18421189121903,5905,0.55419990614735,5905,1,4882,0.82675698560542,25,0.004233700254022,1.4764797239627,8.71861277
